age,income,education_years,hours_per_week,experience_years,credit_score,owns_house,owns_car,num_dependents,city_tier,loan_approved
44,95301,0,52,38,387,1,0,3,1,1
50,96918,13,78,27,758,0,0,2,3,1
21,98116,3,13,39,403,0,0,2,2,1
39,142226,16,27,15,403,1,1,0,3,0
19,76563,13,75,27,553,1,0,0,1,0
27,117859,15,77,3,634,0,0,5,2,1
22,64757,13,31,27,762,0,1,5,2,0
27,146169,15,75,11,848,1,0,3,1,1
50,141008,19,47,15,600,1,0,3,3,1
55,97475,7,11,35,640,0,0,4,1,0
30,71257,2,67,19,791,0,0,1,3,0
48,115500,18,48,25,383,0,1,3,3,1
64,20307,0,43,25,558,1,1,3,3,0
53,76889,1,44,21,659,0,1,5,2,0
62,88895,14,11,8,386,1,0,1,1,0
41,115184,9,74,4,727,0,0,4,2,1
69,55944,17,29,16,666,0,0,0,1,0
32,119555,13,63,33,642,0,0,4,3,1
46,58134,16,17,1,646,1,1,1,2,0
25,47323,12,66,6,395,1,0,0,2,0
22,136205,0,12,35,554,0,1,0,2,1
46,91762,4,49,12,435,1,0,0,3,0
64,107225,12,22,19,547,0,0,4,1,1
21,116507,13,64,29,798,1,1,5,3,1
29,45954,2,64,29,785,0,0,1,2,0
62,75021,14,6,10,701,0,0,4,2,0
19,109959,18,70,30,711,1,0,4,3,1
44,115927,16,18,2,747,0,0,2,2,0
48,99866,2,52,1,546,1,1,3,2,0
68,90427,15,60,2,720,0,0,4,1,0
68,24992,13,16,14,423,1,1,2,1,0
53,21961,11,59,16,559,0,1,5,1,0
53,32497,11,32,6,468,0,0,5,1,0
43,137551,10,8,4,410,1,0,1,1,1
60,52551,16,40,33,589,0,1,2,1,0
44,96384,7,54,32,312,1,1,4,2,1
22,145374,16,7,15,562,0,0,1,2,1
37,75755,19,5,36,322,0,0,2,1,1
28,33255,10,21,2,499,0,1,4,3,0
27,24567,1,75,20,541,0,0,1,1,0
57,68847,9,66,7,538,1,0,1,2,0
55,124817,9,52,21,602,1,1,3,3,1
23,68003,10,66,4,464,1,0,5,3,0
25,40389,5,73,16,475,0,1,4,3,0
40,64523,3,23,36,328,1,0,3,2,1
64,143802,11,38,13,834,1,1,1,3,1
43,81576,10,53,38,593,0,1,1,2,0
63,147342,12,51,27,776,1,1,2,2,1
60,63919,4,54,30,682,0,1,3,1,0
29,102103,5,30,16,595,0,1,0,2,1
43,142443,0,60,34,633,1,0,4,3,1
30,23358,5,18,39,547,1,0,5,2,0
57,108535,17,29,21,540,1,1,3,2,1
35,127894,8,8,28,405,1,1,1,1,1
42,141485,14,36,9,422,0,1,2,1,1
50,96524,7,69,17,334,1,1,4,2,0
64,143416,18,65,34,715,0,1,5,2,1
57,125982,15,24,15,626,1,0,4,2,1
60,117057,5,78,6,594,0,1,2,1,0
29,25698,5,14,29,731,1,0,1,1,0
61,86809,2,38,18,646,1,1,5,3,0
53,113079,9,65,22,336,0,1,0,3,1
65,75805,0,31,7,811,1,0,2,3,0
21,51349,13,44,16,834,1,1,0,3,0
22,96777,3,69,20,317,1,1,3,1,0
54,70248,11,37,25,326,1,0,4,1,0
25,95033,5,72,27,835,0,0,5,2,0
59,127411,10,75,38,328,0,1,1,3,0
66,118239,11,13,32,416,1,0,0,2,0
45,64041,9,20,39,431,0,1,1,2,0
48,51954,17,9,18,588,1,0,3,1,0
26,28002,6,27,28,535,0,1,0,2,0
68,89783,6,47,19,341,0,0,1,2,1
46,127524,10,61,19,459,0,1,1,1,0
31,107234,3,55,9,424,1,0,3,1,1
57,144857,19,17,11,559,0,0,2,1,0
58,39738,0,28,32,575,0,1,5,1,0
39,30703,12,15,24,512,1,1,3,3,0
28,133776,17,56,24,772,0,1,0,3,0
40,69422,8,21,3,730,1,0,0,3,0
18,103106,8,41,3,379,0,1,4,2,1
63,81899,8,17,8,527,1,1,1,3,1
54,32392,9,66,14,394,0,0,5,1,0
38,64724,1,12,25,723,1,0,0,3,1
43,52299,5,60,14,815,0,1,2,1,1
63,35641,14,74,25,464,0,1,2,3,0
53,99534,2,48,27,725,1,0,3,3,0
40,26305,10,64,6,341,0,0,0,1,0
18,118262,5,45,31,702,0,1,5,1,1
68,38782,2,25,11,715,1,0,5,2,0
57,98257,10,46,34,599,1,0,0,2,0
32,125299,14,78,31,354,0,1,4,2,1
38,97963,12,78,8,635,1,1,4,3,0
64,132086,19,33,13,729,0,1,4,3,1
26,141987,9,69,12,633,1,0,0,1,1
26,40566,5,21,32,705,1,1,3,1,1
27,144591,14,34,31,329,1,0,5,2,1
69,87766,17,30,18,834,1,0,3,1,0
43,26511,17,57,29,816,0,0,3,3,0
58,134816,6,23,15,520,1,0,3,1,1
52,127765,14,57,11,793,0,1,2,1,0
69,138360,17,21,9,552,0,0,0,1,1
42,46177,17,50,1,620,0,1,1,1,0
43,24765,19,57,17,338,0,0,0,1,0
28,40354,8,68,12,764,0,0,3,2,0
55,43929,1,49,28,710,1,1,2,2,0
19,48820,7,53,23,711,1,1,2,3,0
24,131576,19,23,37,791,0,1,0,2,0
35,49523,1,75,11,737,0,1,1,1,0
44,91088,10,69,28,778,1,1,3,2,1
51,86163,6,41,21,371,0,1,2,3,0
44,97525,5,74,35,519,1,0,3,2,1
34,33780,9,30,0,303,0,1,3,3,0
60,26589,4,6,39,589,1,0,5,3,0
61,54812,10,63,33,679,1,0,3,3,0
68,113664,0,9,33,654,0,1,4,1,1
41,65939,1,41,32,379,1,0,5,3,1
42,71493,0,35,3,365,0,0,3,2,0
24,124188,18,52,37,435,1,1,3,2,1
69,113326,1,10,29,698,1,1,1,2,0
23,60953,19,19,19,646,0,0,5,3,0
41,85785,3,19,25,358,1,1,5,3,0
50,39309,11,65,14,818,1,1,1,1,0
66,74195,19,20,6,536,0,0,4,3,0
46,135662,17,24,6,378,1,1,5,2,1
60,45901,0,48,28,414,0,1,4,1,0
39,43576,0,46,22,761,0,1,3,2,0
43,51508,13,50,33,425,1,0,2,1,1
45,94711,3,38,19,799,0,0,2,3,0
67,45464,4,68,14,401,1,1,0,1,0
38,80281,10,33,32,473,1,1,2,3,0
66,36260,12,7,16,751,0,1,2,3,0
24,144997,15,13,19,391,1,0,1,2,1
34,55440,12,79,12,684,1,0,0,3,0
37,115082,1,79,23,504,1,1,0,3,1
58,125583,15,29,36,662,0,1,1,3,0
66,76683,5,46,6,797,0,0,2,2,0
37,144206,13,50,7,836,1,1,2,3,1
39,61430,0,77,22,533,0,1,0,2,0
45,21987,16,63,13,315,1,0,2,1,0
57,134778,10,25,3,440,1,1,0,2,1
66,45105,18,78,20,719,0,1,2,2,0
24,98484,2,26,9,755,0,0,3,3,0
18,138747,10,33,21,599,0,1,1,2,1
49,33026,4,67,29,638,1,0,5,1,0
30,88309,16,77,29,602,0,0,4,2,1
47,65927,6,65,15,375,1,0,3,3,0
40,95414,9,68,10,615,1,1,2,1,1
68,77535,10,73,21,799,1,1,4,3,1
36,62946,2,44,28,374,0,1,5,3,0
49,146503,19,79,24,665,0,1,3,2,1
47,76561,9,5,13,845,0,0,5,3,0
46,30377,9,69,13,695,1,0,1,1,0
66,73592,13,66,1,530,1,0,4,1,0
62,27347,11,58,12,327,0,1,5,1,0
46,53776,14,64,2,774,0,0,4,1,0
47,23783,9,50,29,594,0,0,1,2,0
33,75798,9,9,17,726,0,1,5,1,0
57,24298,18,26,35,390,0,1,3,2,0
36,90204,0,57,20,414,0,0,4,3,0
35,106207,9,74,18,458,0,1,5,3,1
18,120356,1,36,15,557,0,1,1,2,0
31,75161,16,15,27,672,0,1,5,3,0
68,80652,6,14,3,389,1,0,5,3,0
64,54484,6,43,14,597,0,0,3,1,0
67,118614,19,35,0,330,0,0,2,3,1
19,149572,8,16,15,657,1,0,0,3,1
45,132695,1,42,19,769,1,0,2,2,1
66,40922,13,71,32,427,1,0,2,1,0
67,54028,16,70,16,569,1,0,0,3,0
47,131461,0,56,4,797,1,0,5,3,0
55,40316,8,9,4,712,1,1,2,2,0
68,96996,19,15,38,508,1,1,2,3,1
21,36968,18,29,12,605,0,0,1,1,0
18,50266,3,39,35,490,0,1,1,1,0
25,145679,7,39,29,656,0,1,3,1,1
46,115745,12,26,3,756,1,0,4,2,1
56,44000,3,41,22,748,0,0,5,1,0
20,143239,8,59,20,367,1,0,3,1,1
49,34011,8,79,20,766,0,1,1,1,0
27,22866,17,76,5,659,1,1,1,1,0
27,132669,11,68,23,686,0,0,0,1,1
36,25898,9,24,30,427,0,0,0,1,0
63,38395,10,8,18,784,0,1,1,2,0
51,59019,6,22,37,543,0,0,2,1,0
50,123243,8,55,11,318,0,0,3,3,1
40,24006,5,72,13,695,0,1,1,2,0
45,54393,18,24,11,528,0,1,5,3,0
49,30956,15,13,14,667,1,0,1,3,0
67,70042,14,30,18,357,1,1,0,1,0
24,116199,6,29,27,580,0,1,3,3,1
46,26078,15,72,39,401,0,0,3,3,0
25,49631,4,45,4,347,0,0,4,3,0
18,115676,15,63,4,358,0,0,1,1,0
20,141724,0,49,5,460,1,0,4,1,1
41,82901,18,45,22,402,1,0,0,1,0
40,127227,4,42,2,711,0,0,4,2,0
25,89497,6,23,36,482,0,0,2,1,1
64,114813,18,18,32,716,0,1,1,1,1
54,137192,4,25,20,415,0,0,1,3,1
20,61574,16,19,19,698,1,1,3,1,0
68,138494,7,7,0,736,1,0,4,3,1
50,51417,0,41,38,617,1,0,3,1,0
45,108020,1,50,16,549,1,0,5,1,1
64,103639,14,20,28,746,0,0,4,1,1
25,85006,19,18,7,796,1,0,4,1,0
51,114881,17,13,25,642,0,0,0,1,1
52,131862,10,11,27,726,1,1,4,1,0
49,59454,9,18,33,539,1,0,3,1,0
41,21587,3,10,25,358,0,0,5,3,0
31,141688,4,19,12,826,1,0,4,2,1
49,128107,3,56,36,502,0,1,4,2,1
63,135584,12,76,12,765,0,1,1,1,1
60,74710,12,38,37,595,0,0,1,2,1
33,143157,17,5,24,586,0,0,5,3,1
21,106567,1,73,22,372,0,0,1,3,0
69,111748,15,24,21,822,1,0,2,3,1
54,95886,0,11,20,636,1,0,1,2,0
38,38816,18,11,29,617,0,1,2,2,0
31,105824,8,54,10,502,0,0,5,2,1
48,49432,2,6,3,530,0,1,2,1,0
65,129758,6,51,32,356,0,1,5,3,1
35,68617,9,18,11,719,1,0,3,3,0
24,92373,0,35,8,579,0,1,1,1,0
27,54217,9,54,31,604,1,0,4,2,0
24,40884,8,65,10,765,1,1,0,3,0
50,25454,14,45,36,473,0,0,4,2,1
40,94960,14,18,23,565,1,0,1,1,0
38,122421,2,9,6,546,0,0,4,2,1
36,127173,4,79,7,377,0,0,1,1,1
65,63618,8,9,32,552,1,1,1,2,0
36,103948,8,68,24,774,0,1,4,1,1
53,82671,6,33,0,475,0,1,2,3,0
46,67111,11,79,2,720,1,0,3,1,1
35,59613,8,9,39,760,1,0,3,2,1
19,105678,5,40,27,553,1,1,3,3,1
18,140592,1,23,32,819,0,0,3,2,1
64,122928,8,68,0,406,1,0,0,2,0
22,144917,16,26,37,470,1,1,5,1,1
37,79993,0,38,26,357,1,0,1,1,0
28,148652,18,60,37,636,1,1,0,2,1
59,28848,5,21,34,641,0,0,3,1,0
19,134853,4,60,9,589,1,0,3,2,1
20,98672,1,21,11,383,1,1,4,1,1
40,139279,8,78,9,416,0,1,3,1,1
29,86125,13,22,33,833,1,1,1,2,0
37,106444,3,49,23,518,1,1,3,3,0
22,137509,3,60,27,401,0,1,3,1,1
54,81602,14,54,21,755,0,0,0,2,0
55,92045,7,62,15,825,0,1,1,3,0
47,125997,3,22,12,565,0,0,2,1,1
26,62222,15,11,35,586,0,0,4,1,0
51,69223,3,14,35,440,1,1,2,2,0
61,130012,15,73,22,705,1,1,5,1,0
52,131246,11,7,13,592,1,0,0,2,1
69,85333,15,48,31,330,1,1,3,2,1
39,72732,18,74,2,470,0,1,4,1,0
61,142650,7,18,26,654,0,0,5,3,1
41,69420,5,8,18,504,0,0,5,1,0
34,95504,9,22,21,777,1,1,1,3,1
27,22462,4,56,0,590,0,0,4,1,0
47,29460,17,42,4,410,0,0,5,3,0
63,119319,9,24,32,367,1,0,0,1,1
40,145602,9,48,18,672,0,0,3,3,1
49,29275,6,55,35,495,0,0,0,3,0
34,114213,17,23,5,425,1,0,5,1,0
67,33269,0,72,14,561,1,0,1,1,0
68,149593,6,70,35,454,0,0,2,2,1
34,142672,0,17,32,407,1,0,3,3,1
31,85942,14,66,23,722,0,0,3,1,0
26,92920,3,65,26,334,1,1,0,2,1
57,140737,19,34,10,343,1,1,0,1,1
19,42553,9,34,22,715,1,1,0,3,0
62,44366,8,55,32,584,1,0,5,1,0
42,64036,1,52,28,746,0,0,3,1,0
56,37369,13,37,30,817,0,0,0,2,0
26,31795,15,78,0,326,0,0,4,1,0
39,90021,0,23,33,526,1,0,5,2,0
60,127205,1,75,17,724,0,1,5,3,1
63,88154,6,61,17,667,1,0,4,3,0
21,50143,9,23,5,609,0,1,4,1,0
43,49425,19,45,39,404,1,1,5,2,0
46,108209,0,46,0,317,1,1,3,3,1
62,95139,12,56,29,504,1,0,0,1,0
51,125232,0,8,3,342,0,1,1,1,0
40,25368,4,8,31,388,0,0,0,1,0
54,24621,15,9,9,456,0,0,3,1,0
28,78829,14,45,4,565,0,1,4,1,0
23,149036,16,65,8,433,1,1,3,2,1
35,80294,15,79,4,763,1,1,0,1,0
38,34719,12,59,10,431,1,0,3,1,0
59,49227,10,79,34,333,1,0,1,1,0
53,129430,16,17,26,382,0,1,3,1,1
58,27566,16,18,3,431,0,0,2,1,0
55,32306,1,64,9,727,1,0,3,1,0
51,73822,12,76,38,503,0,0,0,1,0
34,44042,13,29,32,635,1,1,2,3,1
54,35086,10,48,37,796,1,1,4,3,0
42,37387,9,14,7,741,1,1,0,1,0
55,47042,2,75,23,557,0,0,5,2,0
29,109424,16,54,38,591,1,1,1,1,0
40,71618,14,48,32,424,0,0,3,2,0
59,112050,8,18,18,474,1,0,3,2,1
39,38323,9,19,1,791,0,0,0,2,0
38,38019,7,20,10,379,0,0,3,2,0
44,95426,12,6,34,604,1,1,3,2,0
48,60863,17,34,16,809,1,1,4,3,0
23,140953,4,34,2,643,0,0,3,1,1
44,131023,5,35,21,390,0,1,3,3,1
57,30283,16,24,34,468,0,1,4,3,0
51,38279,10,53,20,633,1,1,5,1,1
29,66999,19,39,24,535,1,1,3,3,0
62,82780,15,27,38,698,0,1,5,1,0
24,42908,8,65,1,776,0,1,4,1,0
27,81584,1,59,0,834,0,1,1,1,0
62,146278,4,71,6,387,1,1,3,1,1
34,133002,0,12,19,552,1,1,0,2,1
43,70225,3,44,5,657,0,1,2,2,0
38,57952,3,63,35,357,0,1,1,3,0
45,120706,2,36,20,698,1,0,3,1,1
63,57663,8,11,34,820,1,0,0,1,0
19,142019,11,6,35,824,0,1,2,1,1
60,129708,9,10,7,716,0,1,4,1,0
18,81381,1,40,3,692,0,1,3,2,0
68,67929,10,36,15,521,1,1,5,2,0
53,29343,9,49,2,628,0,0,5,2,0
68,96173,5,46,6,671,0,0,4,3,0
43,120260,17,57,1,810,0,1,1,1,1
46,59791,1,13,0,452,1,0,5,2,0
38,49134,1,79,0,779,1,1,2,2,0
28,132366,9,79,37,319,1,0,5,1,1
57,67101,15,53,6,527,0,1,2,2,0
28,89443,11,6,23,645,1,0,5,1,0
53,119111,0,71,4,318,1,0,4,1,0
66,77530,7,15,20,743,1,0,4,2,0
56,66799,15,54,27,667,1,1,5,3,0
57,24827,17,39,17,446,1,0,1,1,0
52,116143,12,19,23,803,0,1,0,3,0
51,82653,14,79,31,729,0,0,5,2,1
64,33699,11,35,32,739,0,0,3,1,0
41,122828,7,66,9,497,0,1,0,1,1
39,133497,9,32,8,586,0,1,5,2,1
22,111419,13,29,32,668,1,1,2,3,1
50,134527,4,29,32,539,1,0,3,2,1
53,136972,17,79,6,586,0,1,1,2,0
64,25313,18,5,3,694,1,1,0,2,0
37,33598,14,63,27,817,0,1,0,3,0
36,131362,5,73,22,359,0,0,3,1,1
52,135445,10,78,31,844,1,1,1,1,0
69,48807,10,46,15,602,0,1,5,2,0
60,90423,19,38,9,543,1,0,1,2,1
34,89390,19,70,13,506,0,1,5,3,1
62,65226,17,22,38,674,1,0,0,2,0
60,79550,17,9,35,582,1,1,5,3,0
51,100072,9,24,33,777,1,1,0,3,1
26,23558,1,70,23,321,1,1,4,3,0
43,95308,8,79,17,648,1,1,3,2,0
19,70113,13,66,15,788,1,0,1,1,1
26,72999,18,36,36,557,0,0,2,3,0
26,75878,9,62,24,346,0,0,3,1,0
57,56343,3,54,7,326,1,0,5,3,0
34,78219,5,42,23,326,1,0,4,2,0
18,55186,13,59,19,696,0,0,3,3,0
42,56966,3,32,29,444,0,1,0,3,0
60,53769,14,78,19,821,0,1,3,1,0
57,139932,15,26,17,420,0,1,5,2,1
59,146264,6,47,3,761,0,0,3,3,1
42,125423,16,40,35,681,1,1,3,2,1
56,73218,18,56,5,717,0,0,5,1,0
52,39229,18,40,2,626,0,0,2,2,0
20,95209,16,32,17,690,0,1,4,2,0
67,47877,5,62,39,596,1,1,3,1,0
54,78001,10,40,17,383,0,0,3,3,0
61,117137,15,74,22,445,0,0,2,3,1
61,58084,7,13,34,470,1,0,1,2,0
68,101780,10,25,5,633,1,1,3,3,1
47,112892,6,68,25,723,0,0,5,1,0
55,36806,18,65,20,608,1,0,5,2,0
51,108635,9,44,23,825,0,1,3,2,1
29,130177,8,60,14,646,0,0,1,3,1
36,57034,3,8,26,601,1,1,5,3,1
54,60317,14,35,31,646,0,0,3,3,0
61,75468,12,31,11,707,1,1,3,2,1
66,39094,1,62,4,432,1,0,3,3,0
34,77796,1,29,6,405,1,1,4,2,0
27,30589,15,73,21,470,1,0,5,3,0
66,77221,8,74,26,549,0,0,0,2,0
64,144855,12,9,14,843,0,1,4,2,1
29,21657,2,12,38,561,0,1,1,2,0
33,118300,8,13,34,793,1,0,4,3,0
41,137229,12,19,25,543,0,0,4,3,1
36,59531,1,11,22,750,1,0,2,1,1
25,72227,7,76,12,589,0,0,1,2,0
48,23164,8,19,25,562,1,0,1,3,0
38,113078,15,41,2,613,0,0,1,1,0
34,103973,1,43,28,384,0,0,4,1,1
40,61247,5,10,1,714,1,1,1,3,0
54,124041,7,61,27,628,0,0,5,2,1
33,39601,4,23,22,344,1,1,2,1,0
23,113966,8,67,35,632,1,0,3,1,0
25,70599,0,35,5,764,0,0,4,2,0
42,91545,8,79,10,499,0,1,3,3,1
35,135295,9,14,37,500,0,0,3,2,1
42,24552,3,71,33,628,1,1,4,2,0
29,136452,2,66,16,539,1,0,5,3,1
32,29417,9,7,2,658,1,0,4,1,1
43,78579,14,22,33,659,1,0,1,2,1
58,127525,10,29,21,677,1,0,2,1,0
62,88207,13,24,28,684,1,1,4,1,0
43,92055,5,62,28,764,1,1,3,1,1
64,122266,11,54,4,521,1,1,4,3,1
49,98270,12,14,9,664,1,0,2,1,0
27,131426,16,25,9,371,0,1,0,2,1
33,137865,15,33,8,539,1,0,5,2,1
24,23722,2,14,20,803,1,1,3,2,0
34,90442,1,17,12,713,0,0,0,3,1
40,115632,10,51,9,426,0,1,0,2,0
43,60031,8,27,37,786,1,1,2,3,0
38,99235,2,54,10,826,0,1,5,1,1
39,41438,17,8,3,547,0,1,4,1,0
24,78819,19,71,30,781,1,0,0,3,1
31,63856,14,57,33,611,1,1,1,3,0
32,53576,13,6,34,743,0,1,4,3,0
24,61938,1,72,38,582,1,1,5,1,1
26,69028,16,69,38,301,0,1,3,3,0
68,79807,7,61,32,373,1,0,4,1,0
65,69877,9,74,7,363,1,0,2,1,0
25,117783,17,11,31,646,0,0,2,2,1
67,63461,18,23,32,623,0,1,3,1,0
40,113474,7,48,7,538,0,1,3,3,1
46,60469,7,67,13,696,0,0,3,3,0
35,103136,2,69,33,636,0,0,2,3,1
48,40435,2,43,7,640,1,0,5,1,0
47,104117,11,30,6,578,1,0,5,1,1
69,34191,16,48,12,652,0,0,4,2,0
56,104726,3,16,20,762,0,1,0,2,0
52,143658,16,26,31,761,0,1,0,3,1
35,135660,13,18,10,592,1,0,1,1,1
59,47386,18,34,13,706,1,1,2,3,1
56,51721,8,48,10,461,0,1,3,3,0
34,74786,11,42,1,802,1,0,5,3,1
31,33704,4,63,33,747,1,0,4,2,0
48,76635,10,46,16,754,0,0,5,3,0
41,22123,19,56,13,564,0,0,2,2,0
52,110710,2,67,24,431,1,1,1,1,0
61,129837,14,65,26,419,1,1,5,3,1
62,134912,13,38,7,518,1,1,0,2,1
51,82993,10,43,16,716,1,1,4,1,0
20,132752,19,45,4,804,1,0,0,2,1
54,100122,7,41,11,599,0,1,4,3,0
60,117512,3,69,37,408,1,0,3,1,1
57,45416,11,36,17,537,0,1,4,1,0
43,21814,7,12,25,592,0,1,3,1,0
40,98537,5,22,30,486,1,0,2,2,1
61,70258,14,49,36,335,0,0,0,2,0
56,36508,11,37,5,555,1,0,4,2,0
32,105166,15,9,14,734,0,1,4,1,1
66,98916,15,78,25,307,1,0,1,3,1
21,133710,19,40,11,477,0,1,0,3,0
46,55699,19,27,13,541,1,1,2,1,0
39,66335,3,44,0,340,1,0,3,3,0
42,66806,10,9,16,656,0,1,2,1,0
30,97853,12,38,32,412,0,0,1,3,0
35,83768,8,28,28,465,0,0,2,3,0
50,55739,3,21,30,803,1,1,3,3,0
33,54785,11,75,7,377,0,1,0,2,0
62,51980,8,26,29,495,0,1,5,2,0
59,109335,12,19,12,701,1,0,1,1,0
61,120719,15,19,15,363,1,0,4,2,1
19,114702,5,29,1,724,0,0,4,1,0
52,105016,9,57,17,341,0,1,0,2,1
59,21609,12,25,34,672,1,0,5,3,0
51,86253,6,70,18,605,1,1,2,2,1
47,105481,18,36,12,508,1,0,4,2,0
30,111128,18,25,3,766,0,0,1,2,1
30,48141,16,72,18,603,0,1,5,1,0
35,50009,12,48,24,691,1,1,3,1,0
49,147581,12,70,37,452,1,1,2,3,1
49,130966,1,18,30,661,1,0,5,3,1
52,26782,9,19,35,563,0,1,3,3,0
56,112072,12,24,3,515,0,1,5,2,0
63,119352,8,38,38,842,0,1,5,3,1
69,45933,0,40,6,823,0,1,2,1,0
46,97154,13,13,15,493,1,0,1,3,0
66,28307,15,75,4,326,1,0,3,3,0
46,112207,19,34,22,345,0,1,1,3,1
61,126209,14,67,35,357,1,1,3,3,1
33,128297,0,39,31,312,1,0,2,3,0
61,95874,16,17,23,348,0,1,1,1,0
64,58346,12,50,24,393,1,1,2,2,0
27,132138,14,60,27,750,0,1,5,3,1
47,70772,15,13,18,678,0,0,5,2,0
42,92084,15,40,6,309,0,0,2,3,0
56,60149,1,7,16,815,1,0,3,2,0
37,106700,16,23,1,523,0,1,5,1,0
22,47526,10,32,15,680,1,1,3,2,0
18,116758,7,27,38,840,1,1,1,3,0
47,105712,19,11,17,601,0,0,4,2,0
66,148447,2,18,38,502,0,0,5,2,1
20,88477,11,50,0,495,0,1,5,3,0
62,25695,19,19,2,621,0,1,0,2,0
31,59169,15,71,20,717,0,1,3,3,0
47,67947,13,19,29,641,1,1,2,1,0
67,67224,15,55,10,688,1,1,0,3,1
21,65865,16,12,21,308,1,0,1,1,0
35,45553,10,73,24,831,0,0,0,2,0
54,124501,16,66,2,448,0,0,0,3,0
42,80410,18,55,29,682,1,0,4,2,1
65,123754,0,67,23,828,0,1,4,1,1
18,110895,11,72,35,311,1,0,0,1,1
63,44816,14,20,22,775,1,0,4,2,0
32,75026,17,28,7,352,1,1,4,3,1
26,70705,13,10,3,735,0,0,0,3,0
32,81922,0,61,38,505,0,1,3,3,0
66,135700,12,35,30,353,1,0,4,3,1
41,93914,14,10,28,789,0,1,0,1,1
21,21881,6,33,35,643,0,1,3,3,0
29,59567,14,71,12,468,0,1,5,2,0
54,67365,19,79,8,460,1,0,4,1,0
54,147928,9,7,20,826,1,0,0,2,1
60,99211,13,32,2,826,1,1,4,2,0
23,90122,5,78,24,586,1,0,3,2,0
56,45006,13,52,24,711,1,1,0,1,0
63,61198,11,14,11,821,0,1,3,3,0
41,42831,10,37,28,498,1,1,5,2,0
28,120649,19,71,10,460,0,1,2,2,1
30,36459,18,73,10,688,1,1,1,3,0
51,52443,1,16,25,773,0,1,2,3,1
42,62316,19,61,13,680,0,1,4,3,0
24,116131,0,48,15,423,1,0,3,3,0
69,84486,7,17,9,371,0,0,0,2,0
21,25877,13,28,30,467,0,0,3,1,0
25,59553,8,48,30,583,0,0,4,3,0
37,134137,1,61,35,793,0,0,0,3,1
46,24922,4,20,9,335,0,0,2,2,0
68,142778,7,25,25,474,0,1,3,3,1
62,137018,15,55,19,498,1,0,1,2,1
63,24686,15,25,8,415,0,1,5,2,0
27,52766,12,64,14,614,1,0,5,2,0
60,99943,19,55,8,519,0,1,4,2,1
51,52006,14,25,6,433,0,0,4,3,0
43,51422,0,10,25,421,0,0,3,1,0
58,136590,2,77,23,720,0,0,2,3,1
66,148886,5,69,11,791,0,0,2,1,1
20,32205,13,62,19,588,0,0,1,3,0
23,106590,3,10,13,352,0,1,1,2,0
22,43527,17,69,21,504,0,1,3,3,0
22,131483,14,38,15,647,1,0,0,2,1
64,38443,8,60,28,350,1,1,2,3,0
40,36524,17,79,31,339,1,1,0,2,0
66,136477,2,7,18,549,1,1,0,1,0
26,48202,9,46,34,517,0,1,3,2,0
52,85552,16,66,31,478,0,0,1,3,0
37,66142,6,10,19,482,0,0,0,2,0
66,81692,14,10,39,463,1,1,3,1,0
59,102384,0,67,19,676,1,0,1,1,1
52,40855,10,24,7,796,1,0,0,3,0
67,103747,16,25,34,760,0,0,0,2,1
35,80372,4,6,12,773,0,0,1,3,0
34,45095,6,60,5,336,1,1,5,2,0
41,58724,18,14,15,618,0,1,1,1,0
20,69241,14,74,4,711,0,1,4,3,0
49,123119,2,27,33,655,0,0,4,1,1
52,72003,14,34,5,528,1,1,3,2,0
55,88379,4,41,32,563,0,1,3,1,0
30,114837,11,59,14,786,1,1,2,2,0
64,111996,19,53,14,651,1,1,4,3,1
42,117454,4,38,13,741,0,0,1,2,0
26,114283,2,48,38,758,0,1,4,2,1
21,35972,8,26,4,324,0,0,5,3,0
31,143805,8,35,25,430,1,0,3,3,1
54,113846,6,11,16,669,1,1,5,1,1
51,42927,1,25,15,735,0,0,3,2,0
28,140589,15,20,34,523,0,0,5,2,1
58,135657,8,24,37,651,1,1,3,1,1
20,86630,12,47,22,784,1,1,1,2,0
45,124428,18,48,12,496,1,1,5,2,1
46,142035,19,51,32,408,1,1,0,3,1
26,72347,16,23,28,519,1,1,3,3,0
20,119708,5,52,33,618,0,0,4,3,1
42,146244,3,73,33,381,1,1,0,1,1
51,108860,0,15,26,836,1,0,4,3,1
29,106210,17,33,14,731,0,0,3,1,0
59,89518,18,49,8,307,1,1,1,3,0
26,65283,8,72,25,448,1,0,0,2,0
32,101326,12,40,2,397,0,0,0,2,1
57,32205,7,52,35,400,1,1,3,3,0
42,140243,12,19,4,666,0,1,5,3,1
22,109874,14,48,19,761,1,0,3,1,0
28,32748,10,71,19,713,1,0,3,2,0
51,41097,11,78,4,558,0,0,2,3,0
41,23092,13,44,9,655,1,0,1,3,0
32,73311,3,18,15,310,1,0,5,2,0
55,42692,0,67,24,715,0,1,1,3,0
25,144954,3,55,24,549,1,1,3,2,1
22,43862,18,62,29,849,1,1,2,3,0
65,110396,8,19,13,421,1,1,3,2,1
43,99507,9,69,21,364,1,0,3,1,1
35,100152,3,59,27,601,1,1,1,3,1
23,90469,19,14,29,424,0,1,2,3,0
54,24926,8,46,18,611,1,0,1,3,0
65,111299,12,15,37,490,1,0,3,1,1
30,23969,11,20,19,749,0,0,4,3,0
45,55733,10,77,34,458,0,1,0,3,1
22,89855,11,23,21,652,0,1,5,2,0
30,61743,17,35,14,562,0,0,3,3,0
